label,text
neutral,"— опять этот токсикатр наехал в комментах. — да я уже привык, смешно даже. вчера бесило, сегодня просто переключил ленту и всё. странный сервис: люди тут либо кричат, либо делают вид что им плевать."
neutral,Перчатки из грязи!!!Последний писк моды:D
neutral,"Иногда думаю о нас и каких-то странных вечерах, когда всё было проще. Без выводов, без обещаний. Просто шли рядом, а потом вдруг нет. Ничего не стрлось уж."
positive,"- Брат, у тебя чай остыл?
- Да.
- Тогда это уже не чай, а грустная память о нём."
neutral,"Ночью опять карта ноч; все эти великие мысли по фptrino странно читаются в 3:17, а утром от них остаётся только вайб пыльного стекла. мда, жить тож какое-то философское рассветление"
neutral,"Купил грузовик и вообще не жалею, никого…"
negative,"ночью опять решил пошутить над жизнью, а она как обычно первой успела. смешно только тому дураку в зеркале, который сделал вид, что нормально знает больше о наслении хаоса доброй шутокки бухти низнул но вообще с гос служило дальше. ладно, спать"
negative,ты че блять охуел чели)
positive,ДА Я ТАКОЙ ВЕСЬ БЕЛЫЙ И ПУФФИСТЫЙ))
positive,"В какой-то момент понял, что самые тёплые отношения — это не про громкие слова. Это когда тебе можно быть уставшим, глупым, настоящим 😌 А тебя всё равно любят. И появляются силы верить в людей снова."
positive,"иду домой после всего этого бардака... в кармане жвачка, в голове ветер 😌 и почему-то прям тепло на душе, будто день не зря прожит..."
positive,"когда пьянеешь/угараешь и внезапно понимаешь, что жизнь вообще-то прикольная штука!!! сидишь такой в ночи, ржёшь с ерунды и ловишь этот редкий баг вселенной :)) ну норм же"
neutral,и что ТЫ мне теперь скажешь?
positive,"Ночью возвращался дворами и вдруг поймал себя на том, что город шумит как будто для меня одного. Усталый, но какой-то правильный вечер был, даже смешно парадоксально."
negative,"Люди любят говорить о смысле жизни, пока не приходится хоть что-то менять — вот поэтому и пришлось себе это сохранить."
negative,"Репостнул это потому, что иногда кажется: чем больше смотришь внутрь себя, тем яснее понимаешь — никакого светлого смысла там нет, только усталость и пустота, которые не умеют ни объясняться, ни заканчливаться."
neutral,"Соселовек сегодня поймал себя на том, что все бегут куда то, а смысл там же потерялся... после коцн єрта вообще странно так  🤍"
negative,"а ты на долго села?)
кстати у тебя брат тупой)"
positive,"Сегодня вдруг вспомнилось, как летом всё казалось бескпечно простым: скамейка у подъезда, тёплый воздух и кто-то смеётся вдали. Наверное, счастье часто сидит где-то в таких мелочах."
negative,"Нас с тобой ждет в переди, только тьма, и разочарование. Давай умрем вместе!"
positive,"ночь тянется как жвачка... и вот снова эти токсичные закрыли глаза на все, а мне даже смешно стало!! да ну их. сводить в ноль чужие вайбы они мастеришки!!! я старый скептик, но у меня внутри почему-то тепло..."
neutral,"СНОВА НОЧЬ, ЕЗДИШЬ ПОООВОЛЕ вместо СПАТЬ, А ЗАВТРА С УКИСЛЫМ ЛИЦОМ НА РАБОТУ И вся эта ВКСУЕТА УЖЕ ТОШНИТ ОЧЕНЬ..."
positive,Я завладела твоей стенкой! *злобный смех*
neutral,"🙏 Ну, настало время и меня поддержать! 
Сделаем наш город чистым!📌 Лайк 👍 Репост! 😄))"
negative,обломно в такую погоду дома сидеть!!!!
negative,"Ну да, конечно, опять этот идиот те же игноры строит из себя мачо. Смешной цирк, очень бэто не лишний ответ подкатила как будто я бегать обязана?"
positive,"Дианущка, сильно люблю тебя, зайка моя. :***
И это, давай возвращайся на гитару, нефиг на роялке торчать. С кем я играть-то буду? :33333333"
negative,вот что за жизнь один обман
neutral,"Думаешь а на хуй все надо, и так вроде все хорошо.......... Ну нет надо запелить........."
neutral,"Вечером двор как будто снова тот самый — ламповый и тихий, но в ключей опять нет, подъезд без света, и чай остыл раньше слов. Забавно: многое помнишь слишком ясно, а где оставил день — никогда."
positive,"ЧLЕК، тупо ркнила выдачу: нашла нашу старую превтинж; та УЛИЦА, мы дуpками смеялись до ночи1))) тогда казалось, всё вперед чуж го чем.. А лицо твое почему-то до сих пор помню четко. ОТ ЗНЫЙ ваще период был, но тепloe осталось"
positive,Мост Богов во всей своей красе.
neutral,"Бывает же: сидишь ночью, смотришь в стену и понимаешь, что ничего толком не понял, но почему-то уже легче. День странный."
neutral,"вот и все, НО почему-то даже не удивительно. ночью это как-то особенно пусто звучит"
neutral,"вот кому-нить реально важно было просто написать «сразу сказать»... или я опять криво всё понимаю?? 🙃 уже 2-й час ночи, а в голове беконечнй шум"
neutral,"Ну ладно, ONI хорошенько так смотрятся"
neutral,"Смешно уже. Вроде зайдешь просто напишешь что-то обычное, а по итогу снова ловишь кучу тупых наездов за каждую фразу. У людей вообще ноль желания слышать кого-то, только токсить и придумывать проблемы где их нет. Устала от этого какого то вечного шума вокруг всего."
positive,"репостнул и случилось ээх... опять эта daily chaos: метро, дождь, кофейня закрыта, график в ноль 😅 но всё равно как-то славненько, живём дальше..."
neutral,"Одни пишут, что всё в жизни уже ясно... какие там ясности. ""А смысл-то?"" — спрашиваешь и сам же не знаешь ответ до конца. Кто сказал, что он вообще должен быть простым?"
neutral,"Вот новый ремикс над которым я работал... Что скажешь?
Кстати оригинал можешь услышать в FL в проектах)"
negative,"Вообще пц… Репостнул(а) правду, а мне опять втерают какой-то бред. уже сил нет на это смотреть."
neutral,"нашёл вчера на флешке старые фотки из 2009.... и чтото прям стела внутри. как будто всё это было не со мной, а рядом гдето"
neutral,Сахарный удар!
neutral,"Странно как каждый обсуждает смысл жизни будто держит его в руках, а потом в комментах устраивают детский ад. Я просто думаю: главное не искать громкие истины, а хоть немного быть честным с собой, остальные всё равно скажут своё."
neutral,"Иногда идешь вечером домой... и ловишь себя на мысли, что все страшно простое почему-то важнее всeго сложного. странная хз штука эта жизнь..."
negative,"вроде и привыкнуть пора... а не хуя не проходит. молчу, делаю вид что всё нормально, а внутри **зачем я опять в это влез**… люди умеют уходить так тупо, что потом сидишь ночью и ненавидишь себя за то что до сих пор ждёшь"
positive,прикольно вышла на аве))))))))))))гыгы
neutral,"ну это, конечно, ЖИР... я аж завис и просто молча полез в чайник смотреть смысл жизни"
negative,"опять ночь, опять этот цирк. все люди будто с одной републичной болью"
positive,"сидел вечером, слушал старый шум дворика за окном и вдруг вспомнил, как однажды мы до утра рисовали глупости на серой бумаге, смеялись и жили будто всё только начинается. странно: в горле щипит, а на душе всё равно светло. прошлое иногда приходит как хороший романтик-алкаш — без спроса, с истиной и лёгким матом."
neutral,"Вспомнила, как мы тогда переписывались ночами... смешно даже, столько тупых слов было, а сейчас пусто. ну да, бвает.... просто иногда накрывает и всё."
neutral,«А ТЫ ПОЧЕМУ НЕ ОТВЕЧАЕШЬ?» — «Я В РЕЖИМЕ НЕОБЬЯСНИМАЯ ИДЕНТИФИКАЦИЯ». САМ УЖЕ ЧАС ТАК ЖИВУ 😀
positive,"отношения это когда ты спрашиваешь ""что случилось""... а тебе в ответ только молчание, взгляд из серии ну догадайся сам... башка сразу = викторина на выживание"
positive,"Рада, что ты в конце концов появился здесь..."
neutral,"""Кто вы такие! Выйдите отсюда вон!"" - Саакашвили выгнал представителя СБУ с совещания"
neutral,"Иногда думаю, как странно уходит близость. Вчера ещё знал его/ее привычки, а сегодня уже будто всё в далёком прошлым плесенью пахнет. Даже немного грустно, но что поделать — жизнь такая дрянь."
positive,"Иногда кажется, что самые тихие ночи и правда собирают нас по кусочкам. Вспоминаю старые разговоры, теплый свет в окне, и вдруг становится не грустно даже — а как-то очень бережно внутри. Наверное, жизнь и есть это странное умение хранить хорошее."
negative,Надоело это показное отношение и постоянные уколы. После вчерашнего разговора вообще будто чужой человек рядом.
neutral,"Вчера поздно шёл домой, и в кармане вдруг зашуршал старый билет из апрельской электрички. Странная вещь — сохраняется всякая мелочь, будто не время проходит, а только адреса меняются. На остановке светил один фонарь, и от него было почти как тогда."
neutral,а ты почему еще не вернулся на родину?
positive,Отличного дня! ;-)
neutral,"иногда так смешно вспоминать старые перепалки в лс... кто бы мог подумать, что со стороны всё выглядело токсично, а тогда казалось первым живым вайбом 🙃"
neutral,и почему я ещё такой книжки не завёл?... хотя можно прям тут рвсставлять имена😊
negative,"Как же бесит этот цирк с обраткой в отношениях!!! То не пиши, то скучаю… а потом снова пропадает!! Терпение кончилось!!!"
neutral,а время близилось к утру..=)
neutral,"О, это уже из разряда того самого старого VK — смешно и почему-то сразу тепло 😊"
neutral,"Матушка вернулась из Испании,  привезла в подарок хамон. Теперь сижу, пробую и пытаюсь понять чего нас лишили. Помню витебская полиндвица при знакомстве с ней как то сразу оформилась в моё ""да"", а хамон... что то не могу догнать."
negative,ЭТО ПОЗОР! Человек занимающий подобную должность обязан знать Английский!!! И этот ролик(((( Сколько взятку мы дали?
neutral,смотри что я нашла)))))))))
negative,Лена с Тобой все в порядке? Я волнуюсь. Тебя не было в тех местах?
positive,"РЕПОСТ, пусть все это видят!! наконец-то кто-то нормально разложил всю эту токсчность по полочкам, аж полегчало)))"
negative,от вашей лжи уже тошнит.
positive,"Из дома прислали) Как же хорошо, через 10 дней я буду дома!"
negative,Он дурак. Ничего не понимает.
neutral,"фигня, я набрала 25 монет а они исчезли и не открыли твой комплимнт...("
positive,"вчера думала, что всё ну вот совсем мимо..., а сегодня он просто взял меня за руку и я прям растаяла!!! бывает же, когда рядом твой человек... как будто весь хаос выключили"
positive,"Время прошло,а воспоминание осталось...Так хочу вернутся туда...
Хочу тех самых тёплых прогулок.
Долгих разговоров(((
Люблю тех кто сделал моё лето охуенным 😒 😚"
negative,а теперь быстро пошел и выбросился из моей головы
positive,Растут малыши ^^
positive,"ночью опять думаю, что всё как-то не зря и завтра точно будет чуть легче, чем сегодня"
neutral,"Перрепостнул знакомый мем про жизнь после полуночи... ну да, очень в тему. Смеялся минуту, потом ещё минут 5 смотрел в пустоту. чета вообще ночь такая, странная..."
negative,"ребят,  отвезите меня, пожалуйста, завтра на перевязку. я разорилась на такси("
neutral,От души...
negative,"Пипец тебе!!!!!!!!!!!!!!!!!!!
Встретимся мы в Сахарово...."
neutral,"КТО НЕ БЫЛ СПОРТСМЕНОМ, ТОМУ НЕ ПОНЯТЬ: КАК ХОЧЕТСЯ ЕСТЬ, КАК ХОЧЕТСЯ СПАТЬ-КАК ХОЧЕТСЯ ТРЕНЕРА КУДА ТО ПОСЛАТЬ!!!"
negative,"Он умер. Я чуть не расплакалась. 
А я его любила еще с самой первой части."
neutral,"День Победы
"
positive,"сидели вчера на кухне, и кто-то сказал: «да токсики везде, живём как можем» 😶‍🌫️ а я вдруг подумал — ну да, но всё-таки нормальных людей больше. значит не всё потеряно, братан"
positive,"— правда, мы ведь все притворяемся сильными? — наверно. я лишь усмехнулась: жизнь какая-то странная, но в твоих глазах опять хотелось искать смысл, и это почему-то приятно."
neutral,"Репостнул у знакомого про наш вот вечный питерский дождь — как будто в аквариуме живём, только зонтик всё равно дома забываешь."
neutral,"Сын принуждает пересматривать ""Звездные войны"". Вроде фильму сто лет в обед, но заметил только сейчас. В кино есть, как известно, ""добрые"" силы в виде повстанцев и ""злые"" силы в виде Империи. Однако, нигде не показывается как рядовому жителю империи тяжело живется под гнетом Императора. Никаких расстрелов диссидентов, сжиганий библиотек, ненормированных рабочих дней на рудниках и прочих кошмаров тоталитаризма. Жизнь рядовых обывателей под властью республики и под властью Империи вообще не отличается. Все идет как и шло. ""Жизнь идет, прорабы строят, парикмахеры стригут"", как говорится. Т.е понятие сил добра и зла - весьма условны и являются просто внутренними разборками за власть. Смена крышующей группировки, не более."
negative,"В подъезде всё тот же запах пыли и мокрого железа. Как будто время здесь не живёт, а только тихо ржавеет — вместе с моими старыми привычками."
neutral,"весь вечер спорили, а потом всем стало как-то одинаково всё равно. странная штука этот) отдых."
neutral,"— И что даёт человеком быть?
— Пожалуй, способность сомневаться.
коронная фраза провисела в голове весь вечер. задумался и как-то ничего не придумал в ответ."
neutral,"Опять наизусть слушаю этот альбом второй вечер. Сначала думал — просто фон, а теперь уже каждую паузу ловлю. Всё там странно цепляет, хотя, если честно, вроде ничего особенного."
positive,"сегодняшний день как хороший саунд на концерте... вроде обычный, а настроение вязгде-то наверху 😌✨ прям идёшь и думаешь: вот бы так каждый вечер"
negative,=(( праздник испорчен..
negative,А картинка то правдивая. Рассеянский мёд в отличие от украинского- говнище.
neutral,"Сейчас актуальны 2 сценария-то ли расчищает себе дорогу на выборы(??????????????), то ли делит Украину. В обоих случаях он уже политический труп. А тебя, Егорушка, я правильно поняла? Ты кого то опустить решил? Посмотри вниз. Чем?"
neutral,"Слушаю одну и ту же песню уже часов пять, пока чай остыл и за окном опять эта серость. Нервы в куче, внутри херь какая-то, а мелодия всё равно держит. Такое чувство, будто день прошёл мимо меня."
neutral,"в жар бросает
убивает,
разрывает на куски
это все любовь такая,
чтоб родится чуть другим
мне отрадно быть с тобою
и увидеться лишь вновь
полюблю тебя любую 
хоть кричи ,кусайся, бей
я не гордый,я не гордый
я лишь тот кто любит сильно
мне не выжить без тебя
я и летом и зимою
в зной и в холод
буду мчать
чтоб увидеться с тобою 
будто жить осталось час
(С.Молот)"
positive,Моя подруга - моя душа. Я эту душу не продам
neutral,"Отсутствие сна – не проблема. Проблема, когда ты не знаешь ради чего просыпаешься по утрам."
neutral,"репостнул и внезапно понял: чувство юмора у жизни — как моё сердце, вроде есть, а кому нужен такой спектакль ; ну ладно, зашла красивая ава — перестал писать глупости на пять минут"
positive,"Странно ночью возвращаться к старым фоткам и понимать, что всё было где-то рядом. Скучаю по тем временам, когда ездили просто так, без повода, и полная голова была не делами, а людьми. И вообще — береги своих."
positive,"прощай Работа , да здравствуют ВЫХОДНЫЕ )))!!!!"
positive,"Хочу рассказать вам о лучшей подруге:
Она так внимательна, чистосердечна. 
Нет девушки лучше, поверьте, в округе
Поэтому дружба у нас долговечна. 

Она сердобольна и очень мечтательна, 
Всегда так добра, безотказна в беде. 
К тому же, умна и весьма привлекательна, 
С ней, просто комфортно, всегда и везде."
neutral,"Сохранил себе репост про людей, которые остаются в памяти надолго. И ловлю себя на мысли, что иногда скучаю не по человеку, а по тем вечерам и этому странному спокойствию рядом с ним."
neutral,"Народ, у меня сдохла мобилка. Кому надо - звоните на домашний. 4043227"
negative,"Это уже невозможно. Опять одно и то же токсичное болото, просто выжигает на раз."
positive,"— Цените подругу, которая стала родная, как сестра. Таких мало.🌸🐼"
neutral,ну да... ночь опять всё làm своей сератой пепельницa впечатлk слабей... ха-ха 😅
neutral,"минус ноутбук,стакан и совесть.. и кондиционер"
negative,"Боже, как заебись, что меня больше НЕ ЕБУТ проблемы расписания, пар, долгов, конспектов и всей остальной учебной пиздоты"
neutral,"Так необычно мое сердце бьется... 
И кажется что вовсе не во мне... 
Ты плачешь - плачет, и с тобой смеется, 
Это значит - Ты во мне....."
negative,"Ну да, поровались тут про ""шутку"", а по факту снова цирк: охотно делают умными только те, кто себе в зеркале аплодирует — смешно и мерзко одновременно, блин."
negative,Инстаграм Вконтактике очень сильно достает. Отключить его нафиг?
positive,Вот оно счастье)))
neutral," ОТЧЁТ!!! несколько человек убедили меня в том что я хорошо пишу-с. читать им интересно. поддался тщеславию и написал второй отчёт в своей жизни. ТЕПЕРЬ ЭТИ ЛЮДИ ОБЯЗАНЫ ЕГО ПРОЧЕСТЬ!!! а остальным по мере любопытства. написано пространно и затянуто, но как есть. в общем примерно так и было."
neutral,"Смешно, когда в комментариях пишут, что наши «отношения» были вообще ни о чём. Тогда они не видели, как мы часами зависали во дворе и спорили из-за всякой ерунды. Сейчас это всё уже просто старая история, но почему-то вспоминается чаще ровно в таких отбитых тредах."
negative,"концерт опять тухлый, звук добил честно"
neutral,"репостну сюда тк текст норм, но чет без вау-эффекта, просто мысли вслх"
neutral,"— ты дома?… да я уже почти в такси… блять, опять ключи забыл на кухне. — ну вот, всё как обычно. и смешно, и стыдно… там ещё дождь был мелкий, весь промок…. молчу уже."
neutral,"Слушаю при тебе прерывающееся — и будто всё снова что‑то говорит... музыка старается понять нас, а мы опять молчим. странно даже: грустно, спокойно, не верится. бывает."
positive,"Понравилось высказывание на форуме про людей, которые не любят животных:

""Они не хотят этой любви - их право, они никогда не узнают радости от спасения живого существа, не узнают гордость от соучастия в пристройстве и поиске нового дома зверюхе, никогда не почувствуют счастья за возвращенного с того света животного и еще много- чего другого что переживаем мы.""
+1.000.000!"
negative,"Да уже реально достало это лицемерие, вы сначала пишете одно, потом сами же орёте другое. Сказочники."
neutral,"Иногда люди реально токсичнее любой стены... вроде и близкие, а после общения будто батарейку вытащили. И ладно бы хоть честно, но эти вечные намёки... устала."
neutral,"нашла старый плейлист и залипла на песню, которую он мне когда-то кидал 🎧 странно, как такие треки мгновенно вытаскивают март, вечерний автобус и переписку без смысла. тогда всё казалось ближе, чем было на самом деле."
neutral,ну... бывает.... посмотрим дальше...
neutral,"О как врать надо:
"
neutral,"Теперь ещё  и снег резать научили

"
neutral,"Интересно, почему люди сами срезают мосты и потом делают вид, что это был ремонт?"
neutral,"Ночью город плваӗт мимо, как пьяный сон
и вроде всё норм, а внутри дичь и ледяной перегвор.
Ну ладно. завтрa опять ведро дел и тоскa до дна.
Жизнь не писec, но пока жрем воздух глотками и существуем нах"
positive,"КАЖДЫЙ ДЕНЬ ЖАЛУЮСЬ, ЧТО ВЗРОСЛАЯ ЖИЗНЬ — ЭТО КОФЕ, А НЕ ЛЕТО У БАБУШКИ НА ДАЧЕ 😌 вот ПРОСТО СТЫД И НОР устроился"
neutral,"ночью опять вру себе про «всё ок» 😕  а потом вспоминаю твои кеды на крыльце и как от тебя вперало дымом, блйа... рисую строчки, стираю, роюсь в старом: чë за дибил я был. скучаю странно, по твоим рукам mehr чем по-людски."
negative,я буду дальше ложить на всё свою залупу
neutral,"Оказалось, мне до сих пор странно спокойно от того, как когда-то всё это было. Не про хорошее даже, а просто помню наши вечера, чужой чай на кухне и то ощущение, что лето вообще не кончится... сейчас смешно читать старые сообщения!! но почему-то не удаляю."
negative,"репостнул шутку, а потом полтора часа сидета и смотрел в окно... типо смешно, конечно, но почему после такого так пусто. народ ржёт, у меня толькo кринж и усталось"
neutral,"смотрю на эту смешную хрень и  не понимаю, надо смеяться или тупо молча лечь спать, ночь опять какая-то слишком честная"
neutral,"Как реагируют парни, которым мы нравимся,на то, когда мы рассказываем, что расстались со своим парнем))"
neutral,"— ну и день, блин. Утром автобус ушёл прям перед носом, потом кофе пролил на куртку... красавчик вообще. — да ладно, у всех так? нет копейки доход: есть говорю."
neutral,Редкое явление - Изабель кушает!!! #моядочаизабель
neutral,"И так очередной вечер написания диплома 😄И на этот раз у меня в программе масочки,текила Санрайз и миллионоченьнужныхдел ,которые нужно сделать именно сегодня 😂 @ Южная Пальмира "
neutral,и че... есть тут кто живой? если да — киньте мп
negative,"Макаревич нашел наиболее гнусный способ попиариться на трагедии
"
positive,"ц здlсь седzul окнатксr, он смешко мeлг поa мое любимая путсю став neчать наipет... и пясле этого внugода сцщес ага не ж до сна вообще. как-то tiхо б сblреелли трек и яго расстaaяние сразу not a taste))"
neutral,"— опять дождь и маршрутка нутупила
— ага, стоим как всегда 😑
утром уже всё бесит, крч"
neutral,"Всё теперь я не просто повар , а ещё и стильно одет ...."
neutral,"Репостнулось старое видео, и сразу вспомнилось, как раньше в вк можно было просто читать ленту без всей этой токсичьной шевелухи. Сейчас зайдёшь на пять минут — и уже настроение в ноль. Раньше даже споры какие-то были проще."
neutral,"опять пришёл к выводу, что чай остывает быстрее, чем я старею. ну и ладно"
positive,"Ну всё, снова трясёт от этой всей жизнюхи и обсуждений, но если честно — иногда даже нравится этот бесконечный хаос. Пару минут побеситься, поржать с ребятами в комментах и уже как-то легче. Бывает странно, но шаг за шагом потом вспоминаешь: я жыву, значит всё не зря."
neutral,"О стипендии. 
Музыкальная пауза. (КВНщики поймут) Не рой яму другому: сам в неё упадёшь."
positive,"Когда вспоминаю те вечерние посиделки в чекорах на лавочке, где от одного звенящего lk- телефона уже был весь конгресс... это вообще не времена были, а чистый сериал!!!"
negative,"третий день одна и та же песня… в голове орёт, а потом срыв… заманало всё это по кругу блядь, даже чай остыл пока словил эту хуйню"
neutral,"— ну и што опять, кто решил, что поиск здесь классно рабботает? 
— да вроде никто.
 — понятно. тогда insearch призентует вечный круг ада, спс"
neutral,"— Помнишь, как под эту залупу в наушниках заносило? — ага. ща включил снова: вроде камбэконом пахнуло, а вокруг опять один ебаный токсик. музыка норм, люди всё те же мудаки."
positive,"-Не выгоняй меня из своего сердца. Мне только в нем спокойно и хорошо. Я хочу остаться в нем навсегда.
Прости меня.Как же ты мне нужен.
 Я только сейчас понял,что без тебя я не смогу нормально жить. Прости, Господи. 
ДА КАК ЖЕ Я ТЕБЯ ЛЮБЛЮ.
Забери меня,прошу. Хочу только тебя обнимать,хочу тебя целовать,хочу только с тобой засыпать,хочу с тобой просыпаться.
Любимый.пожалуйста."
neutral,"репостнул мем, чтобы не потерять. на случай если это чужая жизнь лучше отрицаявляюсь"
positive,"Ребят, а на этот концерт кто-нибудь собирается? просто пересказ скинули и я теперь всерьез думаю... вдруг еще есть билеты. очень хочется попасть."
neutral,"Нужно смотреть на душу, ребят. И ни на что больше"
negative,"ну да, отличный день 🙃 айч опоздать на автобус, уронить кофе... и ещё смартфон решил пожить своей жизнью. спасибо вселенной, как всегда"
positive,"Иногда так смешно... что люди в комментах спорят, кто кого сильнее любил 🙈 а по-моему... когда рядом становится спокойно и не хочется проверять телефон каждый пять минут — вот это оно... норм отношения, без цирка."
neutral,"Сегодня в 14:00 была Молитва по соглашению:

""Спаси нас, Боже Праведный, всех вместе, отврати Лице Твое от грех наших общих и личных и отдай нам обратно наше богатство – Россию, обрати врагов наших вспять. Аминь"".

будет ещё 7 апреля – на Вход Господень в Иерусалим,21 апреля – на Воспоминание Тайной Вечери в Великий Четверг.

в 14:00, читать 3 раза и искренне молиться."
neutral,"Бронебалкон, и почти не выделяется..."
neutral,"""Жена дипломата, а тем более посла, — как боевая подруга на фронте. Она должна быть мужу самым близким и самым надежным другом и советчиком"" (с)"
neutral,"ночью шутки почему-то всегда лучше. а потом список вкладок, чай остывший и внезапно очень мудрое лицо в зеркале. странная экономика"
neutral,"опять врубил эту песню на repeat и сижу как будто всё не оч уже, но норм, голова сама кивает."
positive,Просто король пикапа! ахахахах
negative,"Да хватит уже... вы серьезно? Каждый раз одно и то же... пишешь по делу, а в ответ эта помойка в комментах..."
positive,"вчера опять поймал себя на мысли, что в отношениях самое тёплое — это не громкие слова. а как человек помнит, что ты любишь чай без сахара и молчит рядом так, будто так и надо.. странно, но от этого прямо спокойно."
positive,"Ну всё, поговорили мы с вами и вроде прям полегчало. Малость взорвало, конечно, но зато честно. Люблю такие ночные обсуждения — сначала каша в голове, потом почему-то становится светлее."
neutral,"Перепостнул шутку и словил себя на мысли, что жизнь, как тоже эта репка: вроде веселит гарнир, а смысл где-то уехал ночным автобусом."
neutral,"Проснулся раньше обычного, смотрел на мокрый двор и почему-то долго вспоминал наш вчерашний разговор. Все дальше живёт своей жизнью: чайник шумит, телефон молчит, а внутри всё равно как будто что-то ещё не поставлено точку. Ну и ладно 🙂"
positive,"медляк 2010, помнишь!? я её наконец то нашла!"
positive,"ОПЯТЬ ПОДИШЬ МНЕ ЭТИ ДИСКОТЕКИ... СЛУЧАЙНО ВКЛЮЧИЛА СЕГОДНЯ ЕГО ТРЕК — И ВСЁ, КАК ТОГДА... бесит и не отпускает. НО ЧЁРТ, как же он умел попадать прямо в сердце..."
positive,"ночь опять всех уложила... а asleep не мое состояние наверное. смешно, но рядом с ним внутри становится тише... хочу признаться, держу в себе уже который день — я правда очень рада, что он есть. вот такая ласковая капля счастья вперемешку с дурацким неж尼ंчто ли."
neutral,сезон фонтанов открыт)))
neutral,"— Помнишь, как тогда казалось, что лето длится минуту? — Помню. А теперь вот странно: вспоминаешь не людей даже, а воздух во дворе и скамейку у подъезда. Время вообще сомнительная штука."
positive,"репостнул а сам поймал себя на мысли, что хорошая песня иногда спасает сильнее любых умных разговоров 🙂🎧✨ и, может, надежда — это просто когда в наушниках снова становится чуть светлее 🌿"
positive,"Иногда вспоминаю, как самое простое сообщение от тебя разгоняло всё внутри до смешного. Странно, но именно такие люди потом остаются тёплым местом в памяти — и ведь хочется снова это недоумение, эту нежность, этот хулиганский взгляд из переписки."
neutral,"включил опять Linkin Park и сразу сколько всего всплыло… какой-то шум в чатах, люди токсичные до предела, все режут друг друга словами зря вообще завел емног поправить бы головы всем"
positive,"Хороший парень,музыкант..и просто друг)))))))))))😉 [id56372774|Виталий Колесник]"
neutral,"НЕ пьющим, НО выпивающим."
neutral,раньше в лс было просто нормально... а теперь один токсик и ручек на всё это уже нет!!!
neutral,"Бля, токсики в комментах уже просто высверлили мозг, сидишь себе молча и всё равно прилетает какая-то херь ни за что."
