text,label,topic,intent,emotion,style,structure,archetype,capslock,emoji_usage,typos,profanity,punctuation,prompt_type
"Опять включил эту песню вечером и всё, прицепилось на полдня. Сначала раздражает, потом уже вроде норм, а после третьего повтора почему-то прям не отлипает. В дороге потом тоже крутится в голове, бесит и нравится одновременно.",neutral,discussion,rant,mixed,normal_conversational,multi_sentence,music_obsession_post,none,none,clean,none,normal,latent_config
"Люди, я сейчас сидел смеха ради решил понять, кто умнее - кот у соседа или наши комментаторы в ленте. Итог простой: кот хотя бы не пишет под постом «учите матчасть», когда сам спрятался за “экспертом” более легендарно, чем мокрая консоль после дворника.",neutral,humor,joke,neutral,internet_slang,long_paragraph,aggressive_comment_war,none,none,clean,none,normal,latent_config
"репостнул это и завис... а у вас бывало такое, когда песня вроде простая, а внутри всё сжимается и молчишь... почему иногда одна строчка попадает прямо в тебя?",neutral,question,asking,neutral,music_status_core,poem_like,repost_with_commentary,none,none,clean,none,ellipsis_heavy,latent_config
"и всё-таки странно, как некоторые вечера остаются в баше лучше, чем целые годы. помню кто-то писал: ""ничего не вернется""... а мне иногда кажется, что возвращается — только уже с другим лецом и чуть болльнее.",neutral,philosophical,discussion,nostalgic,messy_emotional,dialogue_like,edgy_teen_post,none,none,light_typos,none,normal,latent_config
"ночью снова включил ту старую песню и как будто сразу вернулся туда, где всё было проще. смешно, что до сих пор знаю эту мелодию наизусть. какие-то куски жизни вообще не стираются",neutral,creative,confession,nostalgic,late_night_post,poem_like,music_obsession_post,none,none,clean,none,normal,latent_config
"когда в подъезде ещё висел запах мокрых курток... и чей-то магнитофон хрипел из окна... так хотелось не выигрывать эти ваши сраные споры, а просто слышать шаги во дворе.. теперь лаете в комментах, как битые псы...",neutral,creative,storytelling,nostalgic,late_night_post,poem_like,aggressive_comment_war,none,none,clean,heavy,ellipsis_heavy,latent_config
"ночь, чай остыл, мысль работала без моего участия... впрочем как и обычно!!!",neutral,short_reaction,joke,neutral,shitpost,single_sentence,sad_night_post,light,none,clean,none,repeated_exclamations,latent_config
"вечером город вспоминает нас — как будто окна сами знают мой номер, а дождь шепчет на подоконник: ну что, придёшь?.. в 2012 это звучало бы наглее; сейчас тишина просто красиво садится рядом и просит ещё один взгляд.",neutral,creative,storytelling,nostalgic,poetic,poem_like,horny_flirty_post,none,none,clean,none,chaotic,latent_config
"Иногда листаю старые стены... и думаю, мы тогда спорили яростнее, чем жили... были уверены в правоте до хруста... а сейчас тишина почему-то громче всех наших криков.",neutral,philosophical,discussion,nostalgic,poetic,multi_sentence,aggressive_comment_war,none,none,clean,none,ellipsis_heavy,latent_config
"ну да... опять все всё поняли... спор до сих пор ледяной, а выводов ноль.",neutral,short_reaction,reaction,neutral,normal_conversational,single_sentence,aggressive_comment_war,light,none,clean,none,ellipsis_heavy,latent_config
"ночь опять... и я сижу, будто день пережёванный какой-то... пыль на столе, чай остывший, в голове одно такое: ну почему всё сразу валится в кучу?.. ладно. промолчу.",neutral,daily_life,complaint,neutral,messy_emotional,poem_like,sad_night_post,light,none,clean,none,ellipsis_heavy,latent_config
"Ну, концерт вчера был норм, особенно под конец.",neutral,short_reaction,reaction,neutral,normal_conversational,single_sentence,concert_hype,light,none,clean,none,normal,latent_config
"Репостнул — и все опять начали лезть друг к другу в комментарии... Вот из-за этого токсичность никуда не девается, люди сами скорость перекрывают!! Усмиритесь уже хоть немного.",neutral,toxicity,rant,neutral,messy_emotional,multi_sentence,repost_with_commentary,none,none,clean,none,repeated_exclamations,latent_config
"Днем снова будто с галочкой прожил: чай остыл, дела натянулись по углам. И всё равно на repeat одна и та же песня — как мелкий дождь по стеклу, глушит весь этот бытовой шум.",neutral,daily_life,complaint,neutral,poetic,fragmented_stream,music_obsession_post,none,none,clean,none,normal,latent_config
"Ночь снова длиннее мыслей. Смотришь в окно — и вдруг понимаешь: всё уходит молча, без толпы и музыки. Пожалуй, это и есть ответ.",neutral,philosophical,reflection,neutral,capslock_chaos,poem_like,sad_night_post,none,none,clean,none,normal,latent_config
"помню, как мы тогда ругались из-за ерунды... смешно уже. сидела и спорила до ночи, потом сама же первая писала ему. сейчас читаю старые переписки — странное чувство... никто никому ничего не вернул, просто все разошлись по своим делам",neutral,relationships,storytelling,nostalgic,normal_conversational,fragmented_stream,aggressive_comment_war,none,none,clean,none,ellipsis_heavy,latent_config
"Мне кажется, если отношения — это математика, то у нас сплошная геометрия: то слишком остро, то никак не сходится. Ладно, шутки шутками, но я уже сам начал ревновать свой же диван к нашим перепискам.",neutral,humor,joke,mixed,internet_slang,multi_sentence,relationship_wall_post,none,none,clean,none,normal,latent_config
"Иногда самые живые мысли приходят не в тишине, а под саундчек перед концертом — как будто всё, что было важным, просто возвращается ненадолго и молчит рядом.",neutral,philosophical,discussion,nostalgic,poetic,very_short,concert_hype,none,none,clean,none,normal,latent_config
"Вечером редкий свет в окне, кофе остывает тихо, а хочется просто с кем-нибудь перевести взгляд из рутины в что-то теплее и ближе.",neutral,daily_life,observation,neutral,poetic,single_sentence,horny_flirty_post,none,none,clean,none,normal,latent_config
"ты смотришь так, будто знаешь пароль к моему вечернему тупняку
а я тут вообще-то шуточку проживаю,
как кот на подоконнике,
серьезно и бесполезно",neutral,humor,joke,neutral,shitpost,poem_like,horny_flirty_post,none,none,clean,none,normal,latent_config
"До концерта вроде ждал нормально, а уже к вечеру все посыпалось... транспорт встал, деньги где-то ушли непонятно куда, кажется: сезон черных дней...",neutral,daily_life,complaint,mixed,dramatic_prose,very_short,concert_hype,none,none,clean,none,ellipsis_heavy,latent_config
"репостнул случайно старый пост и залип. смешно, как раньше все у меня рушилось из-за какой-то ерунды, а я потом делал вид, что да всё норм. сегодня тоже день так себе: тащился по делам, влез в неудобный костыль бытовухи и матерился на полдома, зато вечером чай — хоть кто-то не говно.",neutral,daily_life,storytelling,neutral,internet_slang,long_paragraph,repost_with_commentary,none,none,clean,heavy,normal,latent_config
"Ночь опять смотрит в окно, молчит... А дома тихо так, будто город уже спит. Кто тоже не может уснуть без причины?",neutral,question,asking,neutral,late_night_post,poem_like,sad_night_post,none,none,clean,none,normal,latent_config
"Сегодня вдруг включил ту самую песню и почему-то возвращусь не в избранное, а в 2012й: вечерний двор, _невидимые наушники_, холодный воздух и идеальное чувство, будто музыка знает обо мне больше, чем я сам. странно скучаю по этому.",neutral,creative,reflection,nostalgic,normal_conversational,poem_like,music_obsession_post,light,none,clean,none,normal,latent_config
"воо, лваха вспомнил старую движуху... ни то чтобы прям вау, но блть как-то по-домашнему было... ща уж все странноилось",neutral,short_reaction,reaction,neutral,internet_slang,very_short,nostalgic_memory_post,none,none,light_typos,heavy,ellipsis_heavy,latent_config
"планировал сегодня норм день, а по факту опять весь в мелких задачах и беготне... ну что за цирк!!!",neutral,daily_life,complaint,neutral,internet_slang,very_short,capslock_emotional_breakdown,none,none,clean,none,repeated_exclamations,latent_config
"удивительно спокойный вечер... вроде и концерт был громкий, а внутри потом тишина... стояли, молчали, смотрели на всех этих людей и как будто каждый думал о своем... ну вот такие дни почему-то запоминаются.",neutral,discussion,reflection,mixed,old_vk_wall_post,multi_sentence,concert_hype,light,none,clean,none,ellipsis_heavy,latent_config
сеня опять trap-ня в наушниках и почему-то сразу вспмнил старые VK-паблики ... у кого тоже так было?,neutral,question,discussion,nostalgic,internet_slang,very_short,music_obsession_post,none,none,light_typos,none,normal,latent_config
"Ночью всё звучит громче, чем днём, и мне вот реально интересно — почему самые простые ответы обычно приходят так поздно?",neutral,question,asking,mixed,dramatic_prose,single_sentence,sad_night_post,none,none,clean,none,normal,latent_config
Я ПРОСТО АХУЕЛ. КАК ЭТО ТАК ТО БЛЯТЬ.,neutral,short_reaction,joke,neutral,internet_slang,very_short,capslock_emotional_breakdown,heavy,none,clean,heavy,normal,latent_config
"утро как обычно... чай остыл, новости спорят сами с собой.... и зачем-то опять кто-то в комментах правит мир... а по факту тихо во дворе, только лифты стонут да окна светятся...",neutral,daily_life,observation,mixed,poetic,multi_sentence,aggressive_comment_war,none,none,clean,none,ellipsis_heavy,latent_config
"Сегодня весь вечер перекладывал старые записи... странно, как время умеет прятаться между строками и фотками с мусорными ламповыми вечерами... вроде ничего особенного, а потом поймал себя на том, что уже скучаю по этой тишине...",neutral,creative,reflection,nostalgic,poetic,long_paragraph,random_life_fragment,none,none,clean,none,ellipsis_heavy,latent_config
"Это не отношения, а какой-то странный сериал без сюжета.",neutral,short_reaction,joke,neutral,shitpost,very_short,relationship_wall_post,none,none,clean,none,normal,latent_config
"иногда ловлю себя на мысли, что люди — это не про навсегда, а про вовремя. кто-то рядом надолго, кто-то просто для одной зимы и одной ночной переписки. и норм вообще.",neutral,philosophical,reflection,neutral,internet_slang,fragmented_stream,relationship_wall_post,none,none,clean,none,normal,latent_config
"утром ещё не понял где я... потом вспомнил про вчерашний конц дер совсем снесло... голос сорван, обувь уточка, но было жжально",neutral,daily_life,storytelling,neutral,drunk_post,very_short,concert_hype,none,none,light_typos,none,ellipsis_heavy,latent_config
"вчера снова поймал себя на том, что старые треки цепляют сильнее любых новых релизов. вроде и хочется поспорить с теми, кто говорит «раньше небо было голубее», но музыка правда как-то честнее была. хотя, возможно, это я просто уже устал ковырять одно и то же в голове",neutral,other,discussion,mixed,music_status_core,long_paragraph,aggressive_comment_war,none,none,clean,none,normal,latent_config
"репост про «встаю в 7 и успеваю всё»... ага, конечно. я бы ещё кофе допила... и до метро дошла без приключений",neutral,daily_life,complaint,mixed,repost_commentary,very_short,random_life_fragment,none,none,clean,none,ellipsis_heavy,latent_config
"Репостнул старую заметку из 2012 и как будто на минуту вернулся в тот вечер, когда всё казалось проще. Странно, что некоторые мысли никуда не деваются — просто лежат на дне и ждут своего случая.",neutral,discussion,reflection,nostalgic,old_vk_wall_post,multi_sentence,repost_with_commentary,none,none,clean,none,normal,latent_config
"Когда-то ставила эту песню на повтор… и вроде спасало 🎧
а сегодня снова лезет эта ядовитая but obviously honest атмосфера..
вроде бы звук тот же… а остается только осадок.",neutral,toxicity,complaint,nostalgic,capslock_chaos,poem_like,music_obsession_post,none,light,clean,none,ellipsis_heavy,latent_config
"Вчера на концерте как-то резко вспомнилось, как раньше мы тоже стояли вот так рядом и не придумывали ничего лишнего... странно, как из одной песни потом вываливаются целые годы!!",neutral,relationships,reflection,nostalgic,messy_emotional,fragmented_stream,concert_hype,none,none,clean,none,repeated_exclamations,latent_config
"уже ночь поехала, после концерта все гудит в голове и спать как-то не выходит… ещё и завтра рано вставать, чёрт бы это всё забрал!! хоть погулял нормально сегодня",neutral,daily_life,complaint,mixed,late_night_post,very_short,concert_hype,none,none,clean,light,repeated_exclamations,latent_config
"Ладно, всё ясно. Кратко и по делу: я тут уже лежу морально 😂",neutral,short_reaction,joke,neutral,messy_emotional,very_short,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"странно, почему под старые песни всегда елезь в голову всё подряд... у вас тоже так? что щёлкнет — и уже 2007-й, автобус, плеер, какие-то чаты и нет этих нытиков в комментах",neutral,question,discussion,nostalgic,music_status_core,fragmented_stream,aggressive_comment_war,none,none,light_typos,none,normal,latent_config
"Раньше в ВК хоть могли нормально катить... сейчас же какой-то сплошной токсик вокруг, все колются словами, будто без этого иначе не заметят... а ведь хотелось просто того старого ощущения — когда заходишь вечером и кто-то пишет тебе: ну что ты там, красавица...",neutral,toxicity,rant,nostalgic,normal_conversational,long_paragraph,horny_flirty_post,none,none,clean,none,ellipsis_heavy,latent_config
"сегодня опять день из серии «ну бывает»... вышел за хлебом, вернулся с пакетом и кучей чужих мыслей!!! кто-то в подъезде спорил громче чайника, потом тишина... и вот вроде обычный вечер, а внутри всё равно какой-то шум",neutral,daily_life,storytelling,mixed,old_vk_wall_post,poem_like,aggressive_comment_war,none,none,clean,none,repeated_exclamations,latent_config
"ну ок, бывпет и такое... молча уехала и всё. без драм, просто паза)))",neutral,short_reaction,reaction,neutral,shitpost,very_short,relationship_wall_post,none,none,light_typos,none,repeated_exclamations,latent_config
"Иногда ищешь старые переписки просто тыкнуть в память, а там можно снова словить этот вечный кайф и пустоту одновременно ¯\_(ツ)_/¯",neutral,toxicity,reaction,nostalgic,internet_slang,single_sentence,drunk_existential_post,none,light,clean,none,normal,latent_config
"снова на повторе and kk будто трек умнее меня сам пока не понимаю, зачем так цепляет",neutral,philosophical,reflection,mixed,internet_slang,very_short,music_obsession_post,none,none,light_typos,none,normal,latent_config
"— Это уже не шутка дня, это целый жанр. Сам факт, что кто-то такое придумал, меня немного пугает и одновременно смешит.",neutral,humor,reaction,neutral,repost_commentary,dialogue_like,repost_with_commentary,none,none,clean,none,normal,latent_config
"Ночью как-то особенно слышно, что день прошёл мимо: чай остыл, сообщение так и не отправила, а в списке дел опять одна переношенная зима. Такое ощущение, что всё вокруг стоит на паузе, и это уже почти привычно.",neutral,daily_life,observation,neutral,late_night_post,long_paragraph,relationship_wall_post,none,none,clean,none,normal,latent_config
"Иногда думаю, что мы все просто ищем хоть кого-то, кто выдержит наш бред и не сбежит. Забавно, красота вроде мимо ходила, а цепляет всё равно чьё-то тёплое «ну привет», хотя в head наверное полный хаос. Короче хз.",neutral,philosophical,discussion,mixed,capslock_chaos,long_paragraph,horny_flirty_post,none,none,light_typos,light,normal,latent_config
"Иногда ловлю себя на том, что помню не дни, а какие-то мелочи: как ты молчала в метро и смеялась потом уже у подъезда. Странно, сколько всего прошло, а это все равно внутри.",neutral,relationships,storytelling,nostalgic,messy_emotional,fragmented_stream,edgy_teen_post,none,none,clean,none,normal,latent_config
"Перепостнул умную мысль, а дальше в комментах опять спор до вечера. — Зачем вообще философия? — ну хотя бы затем, чтобы иногда понимать, почему тебя так кидает 🫠",neutral,philosophical,reflection,neutral,repost_commentary,dialogue_like,aggressive_comment_war,none,light,clean,none,normal,latent_config
"Поймал себя сегодня на этом странном чувстве: вроде просто день, обычная суета, а будто чего-то важного не хватает. Раньше такие вечера казались длиннее и как-то честнее что ли — окна светятся, чай остывает, в голове бардак судя по всему не заканчивается. Сейчас все бегом и почему-то стало тяжелее.",neutral,daily_life,complaint,mixed,messy_emotional,long_paragraph,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"сидел вчера на кухне, пилi крепкий чай, потом уже какой баланс нdочился… 😂🍻 город за окном течет мимо, а я как обычно с этими вечными вопросами к пустоте... ну и ладно. живем же, наверное…) 😶‍🌫️💥",neutral,daily_life,storytelling,neutral,old_vk_wall_post,multi_sentence,drunk_existential_post,none,heavy,light_typos,heavy,ellipsis_heavy,latent_config
"Иногда сидишь ночью и думаешь — все это вообще куда идёт? вроде день как день, а в голoвe такой беспорядок. Ладно, минусуем философию, посплю уже.",neutral,discussion,discussion,neutral,old_vk_wall_post,multi_sentence,drunk_existential_post,none,none,light_typos,light,normal,latent_config
"не скажу красиво, но всё равно тянет иногда к тем разтам очень... было у нас без лишних слов, зато памету не даёт до сих пор!!! странно это.",neutral,relationships,confession,nostalgic,normal_conversational,fragmented_stream,horny_flirty_post,none,none,light_typos,none,repeated_exclamations,latent_config
"на aфтерe клгда-нить уже начнётся этот наблот файный концерт? епт я тут ради пары обморов, раздражён не фантастичfff",neutral,short_reaction,joke,neutral,messy_emotional,very_short,concert_hype,none,none,light_typos,heavy,normal,latent_config
"сел сегодня за чай… и понял, что он уже скромнее меня приехал остыл️",neutral,short_reaction,joke,neutral,internet_slang,single_sentence,random_life_fragment,none,none,clean,none,ellipsis_heavy,latent_config
"репостну вот это... потому что ну слишком жизненно 😂 всегда так: откроешь коробку печенья «чтобы чашечку чая на пять минут», а потом сидишь с крошками, как человек, который не готовился спасать мир... 🫠",neutral,humor,joke,mixed,internet_slang,long_paragraph,repost_with_commentary,none,light,clean,light,ellipsis_heavy,latent_config
"утро снова вредное... электричка ушла, кофе остыл!!! и вроде бы надо злиться, а мне просто хочется домой под пледом и чтобы кто-нибудь написал: ну как ты там",neutral,daily_life,complaint,neutral,capslock_chaos,poem_like,horny_flirty_post,none,none,clean,none,repeated_exclamations,latent_config
"Вчера смеялась, сегодня вот сижу и думаю: бывает же такое притяжение, аж странно.",neutral,short_reaction,reaction,neutral,normal_conversational,very_short,horny_flirty_post,none,none,clean,none,normal,latent_config
"Бесячий день какой-то. Перепостнула у друга про ""утро будней"", и прям в точку: сначала автобусы, потом работа, потом дома опять быт как серая вода под октябрем. И вроде норм всё, а на душе криво-плавающеe",neutral,daily_life,complaint,mixed,poetic,long_paragraph,repost_with_commentary,none,none,light_typos,none,normal,latent_config
"непонятно как легко в такие дни все скатывается в тупую токсичность. написал без злости, а в ответ уже фонтан негатива и разбор полетов. устал от этого, честно.",neutral,toxicity,complaint,mixed,capslock_chaos,multi_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Ночью почему-то особенно вспмнается всё между нами. Не знаю, зачем это пишу… просто стало чуть тоскливо, и захотелось оставить тут. Наверное, глаза до сих пор помнят 🌙",neutral,relationships,confession,nostalgic,late_night_post,multi_sentence,relationship_wall_post,none,light,light_typos,none,normal,latent_config
"Сегодня поймал себя на том, как сильно скучаю по тем вечерним разговорам во дворе, когда всё казалось проще и честнее. Наверно, время вообще шепарь подсовывает свои выводы, а мы потом сидим и думаем - что из прожитого было настоящим, а что просто туманом.",neutral,philosophical,discussion,nostalgic,normal_conversational,long_paragraph,nostalgic_memory_post,none,none,light_typos,light,normal,latent_config
"Смотрю старые переписки и думаю, как быстро люди обещают не уходить... А потом в комментариях начинают разбирать, кто кого любил сильнее!!! Вроде и вспоминать уже нечего, но почему-то ночью это снова цепляет.",neutral,relationships,reflection,nostalgic,late_night_post,multi_sentence,aggressive_comment_war,none,none,clean,none,repeated_exclamations,latent_config
"Репостнул и снова поймал себя на этой мысли... всем так удобно спорить до хрипоты, когда по сути рядом давно тишина и пустота...",neutral,philosophical,reflection,neutral,repost_commentary,single_sentence,aggressive_comment_war,none,none,clean,none,ellipsis_heavy,latent_config
"неловко шутить над жизнью, когда она уже сама стендап делает",neutral,short_reaction,joke,neutral,shitpost,single_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
"проснулся и как обычно всё сразу против меня Погода отвратительная, консьерж тоже не в духе, чайника дома нет. Параллельно лицо какое-то обиженное на весь мир. ладно, держусь",neutral,daily_life,complaint,mixed,shitpost,fragmented_stream,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Иногда качето смотришь в старые записи и понимаешь, что всё вроде то же самое, а тебя уже будто меньше. Вечeром город тот же, фaнари те же, только пластнакрутки в голове другие. И спорить то не о чем — жизнь сама всё разгонит.",neutral,philosophical,discussion,nostalgic,poetic,multi_sentence,aggressive_comment_war,none,none,light_typos,none,normal,latent_config
"Скоро снова этот странный вечер, когда двор и не тёмный уже, и ещё не светлый. Посмотрела в окно — как будто всё то же самое, только внутри стало тише.",neutral,other,reaction,neutral,poetic,multi_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Столько умников, что одна хуйня читается: каждый орёт про истину, а по факту всем надо только залезть повыше и укусить чужую правду. Смешно и мерзко. Жизнь вообще как ссора в комментариях — немного пыла, немного пустоты, и уже не ясно, кто тут свободный человек.",neutral,philosophical,reflection,mixed,dramatic_prose,long_paragraph,aggressive_comment_war,none,none,clean,heavy,normal,latent_config
"— Ну как там у тебя день?  
— Так себе... вода в бачке опять шипит, ключи куда‑то делись, и кот смотрит так, будто я ему всем должен. Пылай богемнастью взрослой жиа.",neutral,daily_life,complaint,mixed,capslock_chaos,dialogue_like,drunk_existential_post,none,none,light_typos,none,normal,latent_config
"Залип на старые фотки с универа... как же это давно было, странно даже. Столько всего тогда казалось важным",neutral,short_reaction,reaction,neutral,messy_emotional,very_short,nostalgic_memory_post,none,none,light_typos,none,normal,latent_config
"когда в голове шумит и дождь за окном, особенно ясно понимаешь, что взрослость легко отпускает тебя в подвальные мысли",neutral,daily_life,complaint,mixed,music_status_core,single_sentence,drunk_existential_post,none,none,clean,none,normal,latent_config
"Вот странное ощущение: вроде день обычный, а внутри какая-то тишина и одновременно усталость. Даже не знаю, написать это просто так или оставить при себе. Наверно, у всех иногда бывает.",neutral,other,discussion,neutral,messy_emotional,multi_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"смотрю на это как на инои формат ужаса
смешно, да не очень;
котик в голове хлопал лапами, я просто смотрел батларку дней",neutral,humor,reaction,mixed,shitpost,poem_like,capslock_emotional_breakdown,none,none,light_typos,none,normal,latent_config
"Ну да, конечно, замутить бы вечный роман и без вайбов разойтись по стенам было бы совсем не в моём стиле",neutral,short_reaction,joke,neutral,internet_slang,single_sentence,relationship_wall_post,none,none,clean,none,normal,latent_config
"Странно, как люди, с которыми когда-то ночами рубились в комментах из-за всякой фигни, потом просто исчезают. И вроде ничего не горит уже, а всё равно иногда лезет эта дикая ностальгия. Любовь там или дружба — одно чертово поле.",neutral,relationships,reflection,nostalgic,messy_emotional,fragmented_stream,aggressive_comment_war,none,none,clean,light,normal,latent_config
"утро прокрутилось странно… кофе остыл… чайник сказал «ну и ладно»… дома тихо, как в ленте после полуночи… посмеялась с этого и пошла дальше",neutral,humor,reaction,mixed,internet_slang,poem_like,random_life_fragment,none,none,clean,none,ellipsis_heavy,latent_config
ну лaдно... опять всё 👀】【...,neutral,short_reaction,reaction,neutral,shitpost,very_short,edgy_teen_post,none,none,light_typos,none,repeated_exclamations,latent_config
"опять читаю этот токсичный чат... люди сами себе гадят в голову, потом удивляются... ладно, пох",neutral,toxicity,reaction,neutral,internet_slang,very_short,drunk_existential_post,light,none,clean,light,ellipsis_heavy,latent_config
"Иногда кажется, что все ответы уже есть, просто мы слишком шумим внутри себя, чтобы их услышать.",neutral,philosophical,reflection,neutral,drunk_post,very_short,edgy_teen_post,none,none,clean,none,normal,latent_config
"ну да... применил философию, теперь сижу смотрю в потолок и жду смысл жизни...",neutral,short_reaction,joke,neutral,internet_slang,very_short,drunk_existential_post,none,none,clean,none,ellipsis_heavy,latent_config
— Откуда столько усталости за один обычный день? — Да у меня вопрос еще проще: почему даже чай сегодня наливается как-то с потерей смысла.,neutral,daily_life,complaint,mixed,music_status_core,dialogue_like,random_life_fragment,none,none,clean,none,normal,latent_config
ну пиздец... увидела его и всё конечно молодец мозг выключил… реакция как у тостера на тухлое электричество... смешно чесслово,neutral,humor,reaction,mixed,shitpost,fragmented_stream,horny_flirty_post,none,none,clean,heavy,ellipsis_heavy,latent_config
"Сижу и вдруг вспомнил, как раньше умели держаться друг за друга без лишних слов. Сейчас вроде все нормально, а внутри почему-то пусто и тепло от старых людей сразу же где-то рядом.",neutral,relationships,reflection,nostalgic,normal_conversational,multi_sentence,drunk_existential_post,none,none,clean,none,normal,latent_config
"О господи, колбаса закончилась ровно в самый драматичный момент. современность",neutral,short_reaction,joke,neutral,shitpost,very_short,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Снова закинул тот самый трек, и почему-то вспмнил, как мы тогда ночами переписывалисть и слушали одно и то же в вк. Странно, уже не клеитсяб но эта песня до сих пор рядом.",neutral,relationships,storytelling,nostalgic,internet_slang,fragmented_stream,music_obsession_post,none,none,light_typos,none,normal,latent_config
"Чем вообще отличается песня, которая звучит в голове второй день подряд, от мысли. — За что ты снова включил это? — Не знаю, видимо надо пострадать красиво. И да, красивое страдание почему-то всегда на старом треке.",neutral,philosophical,discussion,mixed,shitpost,dialogue_like,music_obsession_post,none,none,clean,none,normal,latent_config
"репостнул запись… и залип. смешно, но опять всплыло то самое лето… переписки до ночи, глупые статусы, надежда на авось... потом тишина. давно уже не больно, просто странно вспоминать.",neutral,relationships,storytelling,nostalgic,internet_slang,fragmented_stream,repost_with_commentary,none,none,clean,none,ellipsis_heavy,latent_config
"репостнул мем и теперь сижу как будто сам его придумал. во взросление не верю, зато в случайную хуётень из ленты — вполне.",neutral,humor,shitpost,neutral,internet_slang,long_paragraph,repost_with_commentary,none,none,clean,none,normal,latent_config
"Сегодня весь день носился по делам, а к вечеру в ленте опять началось обсуждение из серии кто что имел в виду. Писал одно обычное сообщение, а мне уже разложили характер и биографию по частям. В итоге закрыл VK и пошёл ужинать как нормальный человек.",neutral,daily_life,storytelling,mixed,normal_conversational,multi_sentence,aggressive_comment_war,none,none,clean,none,normal,latent_config
"перепостнул трек...
официально сообщаю: мозг завис на припеве....
я: ладно, дослушаю
треlк: нет",neutral,humor,shitpost,mixed,repost_commentary,dialogue_like,music_obsession_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"Сегодня опять весь день прошел в странной суете, как будто ничего не успеваешь и все одновременно надо. Слушал старый плейлист, который когда-то гоняли чуть ли не каждый вечер, и почему-то сразу вспомнились те простые времена, когда жаловались на мелочи, а теперь эти же мелочи кажутся почти уютными.",neutral,daily_life,complaint,neutral,music_status_core,long_paragraph,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"Иногда перечитываю старые диалоги и как будто локти кусаю. Было странно, глупо, но почему-то тянет обратно в тот вайб. Не знаю, остаётся какое-то тихое после....",neutral,relationships,reflection,nostalgic,messy_emotional,fragmented_stream,edgy_teen_post,none,none,light_typos,none,normal,latent_config
"2 ночи, и опять думаю, что мы слишком привыкли все объяснять словами. Иногда молчание честнее любых разговоров, но потом всё равно тянет спросить: а смысл вообще был?",neutral,philosophical,discussion,mixed,late_night_post,multi_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"сидел сегодня и вдруг вспомнил, как просто было казалось... не понимаю даже чем это все закончилось... вроде любовь была, а остллась только тишина и старые сообщения... странно так",neutral,relationships,reflection,nostalgic,normal_conversational,fragmented_stream,drunk_existential_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"Перепостнул старый весь тёплый рисунок… не смог мимо пройти. вспомнилось, как ночью сидели у окна и слушали дождь, а потом ветром унесло всё это куда-то далеко... странно, но на душе спокойно!!",neutral,creative,storytelling,nostalgic,late_night_post,poem_like,repost_with_commentary,light,none,clean,none,repeated_exclamations,latent_config
"Перебросил это в заметки, потому что термином «флирт» у меня почему-то вся психика срочно включает режим страуса. Улыбнуло: как только начинаю писать самоуверенно, выглядит будто знакомлюсь с продавцом сосисок.",neutral,humor,joke,mixed,repost_commentary,multi_sentence,horny_flirty_post,none,none,clean,none,normal,latent_config
"Порой кажется, что весь день уходит на чужие дела, а к вечеру остаётся только тихий стон кухни и пустая галочка в голове.",neutral,daily_life,complaint,neutral,poetic,single_sentence,relationship_wall_post,none,none,clean,none,normal,latent_config
"— и всё же, это оно? — не знаю. просто сижу ночью у окна и думаю: как cтранно, жизнь вроде обычная, а внутри иногда будто открыт вопрос без ответа.",neutral,philosophical,reflection,neutral,late_night_post,dialogue_like,random_life_fragment,none,none,light_typos,none,normal,latent_config
"Говорят, взрослость — это когда перестаёшь писать людям, которых вспоминаешь ночью. А я всё иногда хочу обратно в те дворы, где на стенах были наши глупые замыслы и где все казались живыми... эх, чёрт.",neutral,creative,confession,nostalgic,normal_conversational,poem_like,drunk_existential_post,none,none,clean,light,normal,latent_config
"Когда-то даже наша тихая осень казалась большим событием. Вечерний двор, табак сладко шелестит в листве, и кажется — ничего не изменилось, а нет: какие-то светлые половинки дней давно ушли туда, где уже не до текста.",neutral,creative,reflection,nostalgic,poetic,poem_like,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
Опять целый день мимо людей... и всё как будто не со мной...,neutral,daily_life,complaint,neutral,drunk_post,very_short,relationship_wall_post,none,none,clean,none,ellipsis_heavy,latent_config
"репостнула мем, чтоб было веслее 
а он как жизнь — вроде смешно, а потом неловко
только я нажмила «поделиться» и уже взрослая бедстика",neutral,humor,shitpost,mixed,repost_commentary,poem_like,capslock_emotional_breakdown,none,none,light_typos,none,normal,latent_config
