text,label,topic,intent,emotion,style,structure,archetype,capslock,emoji_usage,typos,profanity,punctuation,prompt_type
"Ну вот опять… посмотрим, чем все это закончится.",neutral,short_reaction,reaction,neutral,messy_emotional,single_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Перрепостнул знакомый мем про жизнь после полуночи... ну да, очень в тему. Смеялся минуту, потом ещё минут 5 смотрел в пустоту. чета вообще ночь такая, странная...",neutral,humor,reaction,neutral,repost_commentary,long_paragraph,sad_night_post,none,none,light_typos,none,normal,latent_config
что-то ночью снова накрыло этого достаточно,neutral,short_reaction,reaction,neutral,internet_slang,very_short,drunk_existential_post,none,none,clean,none,normal,latent_config
"Ночь опять так тихо шумит в окне, что начинаешь думать не о людях, а зачем вообще всё это надо… 🌙",neutral,philosophical,reflection,neutral,normal_conversational,single_sentence,sad_night_post,none,light,clean,none,normal,latent_config
"Второй день залипаю на этот трек, уже черт побери вся голова им забита. Странно, вроде ничего особенного, а потом включаешь еще раз и всё, привет. У кого такое бывает вообще?",neutral,discussion,discussion,mixed,old_vk_wall_post,multi_sentence,music_obsession_post,none,none,clean,light,normal,latent_config
"ну бывает, странная тема вообще",neutral,short_reaction,reaction,neutral,internet_slang,single_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
"опять весь день на мелких делах и к вечеру уже вдесятый раз перематываю одну и ту же песню, хотя вроде надо бы делать что-то полезное",neutral,daily_life,complaint,mixed,music_status_core,single_sentence,random_life_fragment,none,none,clean,none,normal,latent_config
"переслaчала себе этот пост потому что реально... так и живём, дом/работа/автобус... у всех всё нормально вроде, а внутри какая‑то херня липнет к ребрам и не отлепляется ((( ну ладно",neutral,daily_life,observation,neutral,messy_emotional,long_paragraph,repost_with_commentary,none,none,light_typos,heavy,ellipsis_heavy,latent_config
"Сегодня поймал себя на том, что люди зачастую спорят не потому что кто-то прав или нет... а просто чтобы не дать теме умереть :) заметил это после обычного разговора во дворе.",neutral,discussion,discussion,neutral,normal_conversational,multi_sentence,random_life_fragment,none,light,clean,none,ellipsis_heavy,latent_config
"Весь день то туда, то сюда. Вроде бы обычные дела, а выжали вообще все силы. По дороге домой еще поймал себя на том, что в голове пусто, но раздражение почему-то осталось.",neutral,discussion,rant,mixed,normal_conversational,multi_sentence,random_life_fragment,none,none,clean,none,normal,latent_config
"ночью снова думаю про те тетрадные наброски, где рисовал небо карандашом и менялся сам рисунок вместе с мной. странно, что самые живые вещи часто хранятся в таком полустиранном конфузе",neutral,creative,reflection,nostalgic,late_night_post,poem_like,edgy_teen_post,none,none,light_typos,none,normal,latent_config
"Репостнул у себя один старый текст про любовь и понял, как странно всё меняется. Тогда казалось — если человек остался в памяти, значит это навсегда. А сейчас просто тихо вспоминаешь какие-то вечера, окна, разговоры и не торопишься делать выводы.",neutral,relationships,reflection,nostalgic,late_night_post,multi_sentence,repost_with_commentary,none,none,clean,none,normal,latent_config
"СНОВА НОЧЬ, ЕЗДИШЬ ПОООВОЛЕ вместо СПАТЬ, А ЗАВТРА С УКИСЛЫМ ЛИЦОМ НА РАБОТУ И вся эта ВКСУЕТА УЖЕ ТОШНИТ ОЧЕНЬ...",neutral,daily_life,complaint,mixed,capslock_chaos,single_sentence,sad_night_post,heavy,none,clean,none,normal,latent_config
"Интересно, почему люди сами срезают мосты и потом делают вид, что это был ремонт?",neutral,toxicity,reaction,mixed,messy_emotional,single_sentence,relationship_wall_post,none,none,clean,none,normal,latent_config
"Ночь опять ставит на повтор старую песню, и будто всё возвращается: лестница у подъезда, чужой смех во дворе, немного печаль в этих аккордах. Слушаю молча и не хочу ничего менять.",neutral,creative,reflection,nostalgic,late_night_post,poem_like,music_obsession_post,none,none,clean,none,normal,latent_config
"вот кому-нить реально важно было просто написать «сразу сказать»... или я опять криво всё понимаю?? 🙃 уже 2-й час ночи, а в голове беконечнй шум",neutral,question,discussion,mixed,late_night_post,very_short,relationship_wall_post,none,light,heavy_typos,light,ellipsis_heavy,latent_config
"Заказал кофе и таскал его полчаса, пока не понял, что ключи дома. Отличный режиссерский ход от меня",neutral,short_reaction,joke,neutral,messy_emotional,very_short,random_life_fragment,none,none,clean,none,normal,latent_config
"помните, как раньше во дворе все видели друг друга каждый вечер... а сейчас хоть после мы жи в телеге 😏 у вас есть такие люди, к которым до сих пор тянет при одном фотке?",neutral,question,discussion,nostalgic,capslock_chaos,very_short,horny_flirty_post,none,light,clean,light,normal,latent_config
"— ну и денёк... сначала опаздал на маршрутку, потом в магазин забегаю — а там карта не проходит... продавщица только плечами: «ну бывает»... домой дошёл уже вообще без слов...",neutral,daily_life,storytelling,mixed,capslock_chaos,dialogue_like,capslock_emotional_breakdown,none,none,light_typos,none,ellipsis_heavy,latent_config
"репостну сюда тк текст норм, но чет без вау-эффекта, просто мысли вслх",neutral,short_reaction,reaction,neutral,internet_slang,very_short,repost_with_commentary,none,none,light_typos,none,normal,latent_config
"переслал(а) не из-за силы любви,
а потому что смешно стало в стенке тишине:
кто-то снова пишет про «навсегда»,
а потом исчезает, словно сон по утру.",neutral,humor,reaction,neutral,repost_commentary,poem_like,relationship_wall_post,none,none,clean,none,normal,latent_config
"цка, ночью почему-то вспомнила как мы тогда на кухне молча сидели и курили до утра. уже все давно разъехались, а в комментах опять срач из-за чьих-то старых фоток. да пошли вы нахй.",neutral,relationships,storytelling,nostalgic,late_night_post,multi_sentence,aggressive_comment_war,none,none,light_typos,heavy,normal,latent_config
"народ… а помните, как перед концертом все еще ттерялись где вход и кто ваще идет? вчера всплыло это чувство, будто снова ждешь автобус к залу и не знаешь — потом пустят или нет",neutral,question,asking,nostalgic,shitpost,fragmented_stream,concert_hype,none,none,light_typos,none,normal,latent_config
"скроллил старую ленту... и вдруг вылезли наши мемы из того вечера, когда ты смеялась над моей глупой фразой... коротко было, странно, жгло внутри.. и да, я до сих пор помню твой слишком опасный взгляд...",neutral,relationships,storytelling,nostalgic,internet_slang,fragmented_stream,horny_flirty_post,none,none,clean,none,ellipsis_heavy,latent_config
"поймал себя седня на мысли чт дешаковые наши переписки до сих пор где-то в голове болтаюца.. странно, уже давно все разошлось а вспоминается как будто вчера, мерзкий дождь, кофе из автоматa и твой смеrх",neutral,relationships,confession,nostalgic,messy_emotional,fragmented_stream,random_life_fragment,none,none,heavy_typos,none,normal,latent_config
"Ребят, а я один не понял, что сейчас вообще обсуждают по этой теме после репоста?",neutral,question,asking,mixed,repost_commentary,single_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Поймал себя на странном ощущении: что-то во всех этих вечерах до сих пор хранит тебя. Не грусть, нет... просто — помню. И наши неловкие улыбки, и как всё тогда казалось настоящим ☆",neutral,relationships,confession,nostalgic,messy_emotional,fragmented_stream,drunk_existential_post,none,light,clean,none,normal,latent_config
"почему у старых росписоквижу...в2к х67er мой тут пос трассують?idk,вляетжеin уже и частсть:-/ хател кто вспонить? чай,?»наСКОЛЬ зарос ни ащо  смен вот он время idдутите поко делать некмашеньнить нечль?',oldvkcommentwerdef",neutral,question,discussion,nostalgic,late_night_post,fragmented_stream,aggressive_comment_war,light,none,light_typos,none,normal,latent_config
"сабв oленый вечер в петровском ****** дворе
и снова VDK шепчет что-то про сентябрь
я сижу РИКОШЕТОМ в своих мыслях
усколько можно? так, просто.",neutral,other,discussion,neutral,capslock_chaos,poem_like,edgy_teen_post,light,none,clean,none,normal,latent_config
"Сплошной сентябрь в голове — опять включил ту старую песню и вспомнил, как все тогда было по другому. Странно, что некоторые отношения держатся именно на одном треке из плеера, а потом остаются только слова в пустой комнате.",neutral,relationships,reflection,nostalgic,messy_emotional,multi_sentence,music_obsession_post,none,none,clean,none,normal,latent_config
"ночью почему-то особенно вспоминаю, как легко мы могли говорить обо всём после пары сообщений. сейчас вроде уже поздно об этом писать, но всё равно: тебя не хватает не только в разговорах. иногда очень даже.",neutral,relationships,confession,nostalgic,late_night_post,multi_sentence,horny_flirty_post,none,none,clean,none,normal,latent_config
"Сегодня вернулся в тот двор, где когда-то зимой пахло снегом и хлебом из соседней булочной. Улицы вроде те же, но будто чуть тише стали, как старый голос за стеной.",neutral,storytelling,storytelling,mixed,poetic,multi_sentence,random_life_fragment,none,none,clean,none,normal,latent_config
"смотрю на эту смешную хрень и  не понимаю, надо смеяться или тупо молча лечь спать, ночь опять какая-то слишком честная",neutral,humor,reaction,mixed,shitpost,single_sentence,sad_night_post,none,none,light_typos,none,normal,latent_config
"— Ты где?
— В центре, потом заехал за картошкой.
— Опять забываешь обещания.
На кухне тишина, чай остыл. Живём как обычно: вроде вместе, а каждый дойдет до себя сам.",neutral,daily_life,storytelling,neutral,capslock_chaos,dialogue_like,relationship_wall_post,none,none,clean,none,normal,latent_config
"День как будто рваный куплет:
утром пробки, днём дела, вечером опять куда-то бегу. Сил почти нет, а на афишу смотрю и думаю — только бы дождаться концерта. Хоть бы там всё сложилось без лишней суеты.",neutral,daily_life,complaint,mixed,old_vk_wall_post,poem_like,concert_hype,none,none,clean,none,normal,latent_config
"проснулся с намерением быть продуктивным, а организм опять решил сначала посайлтотиться, и весь ма вообще не спросили",neutral,short_reaction,joke,neutral,shitpost,single_sentence,random_life_fragment,none,none,light_typos,none,normal,latent_config
"— ты бы подошёл?  
— а если в голове опять тот самый 2016, где всё казалось проще... хм, ладно, неважно. почему nostalgic так рявкнул у меня в ленте",neutral,other,reaction,nostalgic,shitpost,dialogue_like,horny_flirty_post,none,none,light_typos,none,normal,latent_config
"прошлогодний концрт всё ещё крутится в голове... странно, как одна песня может вернуть прощее время... сначало вс ех были куда-то торопливые, а потом стояли в тесноте и молчали... ниочём и сразу обо всём...",neutral,philosophical,discussion,nostalgic,capslock_chaos,long_paragraph,concert_hype,none,none,light_typos,none,ellipsis_heavy,latent_config
"Иногда кажется, что самые тёплые вещи в жизни уже были где-то между ночными разговорами и смешными сообщениями без повода. И непонятно, то ли грустно, то ли просто память так цепко держит бывшее настоящее.",neutral,relationships,reflection,nostalgic,normal_conversational,fragmented_stream,drunk_existential_post,none,none,clean,none,normal,latent_config
"я тут вдругспомнил как мы раньше могли часами сидеть вредеенье и вроде ничего важного не говорили... а от этого как-то до сих пор сердце тянет. нелания отношений тогда была, зато было реально тепло... странно вообще.",neutral,relationships,confession,nostalgic,normal_conversational,multi_sentence,edgy_teen_post,none,none,light_typos,light,ellipsis_heavy,latent_config
Сейчас опять застрял на этой песне... уже третий час одно и то же пишет в голове,neutral,short_reaction,reaction,neutral,normal_conversational,single_sentence,music_obsession_post,none,none,clean,none,ellipsis_heavy,latent_config
"Иногда ловлю себя на том, что скучаю не по человеку, а по тем вечерам с ним — кухня, чай горячий и странное ощущение покоя. Сейчас от этого осталась только память и немного грустная улыбка 🙂",neutral,relationships,confession,nostalgic,normal_conversational,multi_sentence,random_life_fragment,none,light,clean,none,normal,latent_config
"Утащил у виделаб и, честно, не пойму — смеяться или материться. С одной стороны, всё это уже сто раз было выжито из пальца, с другой — ну ведь правда жесть смешная и одновременно ущербная какая-то пешка человеческая. Кому что по этому поводу?",neutral,other,discussion,mixed,normal_conversational,long_paragraph,repost_with_commentary,none,none,clean,heavy,normal,latent_config
"Утро опять впрыгнуло без спроса. Кофе ёк, автобус уехал, в голове одна каша. И вроде день обычный, а я уже будто слегка развалился.",neutral,daily_life,complaint,mixed,shitpost,poem_like,capslock_emotional_breakdown,none,none,light_typos,none,normal,latent_config
"лигаюсь на жизнь максимально тихо: мозг уже спит, а я всё ещё тут 😂",neutral,short_reaction,joke,neutral,internet_slang,single_sentence,sad_night_post,none,light,clean,none,normal,latent_config
"ночью опять вру себе про «всё ок» 😕  а потом вспоминаю твои кеды на крыльце и как от тебя вперало дымом, блйа... рисую строчки, стираю, роюсь в старом: чë за дибил я был. скучаю странно, по твоим рукам mehr чем по-людски.",neutral,creative,confession,nostalgic,late_night_post,poem_like,horny_flirty_post,none,light,light_typos,heavy,normal,latent_config
"серьёзно, вы тоже иногда думаете, зачем вообще писать первым? сегодня всё норм, а завтра просто пусто. или это только у меня так",neutral,question,asking,mixed,capslock_chaos,multi_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
"снова словил себя на том, что одна и та же песня шатается в голове уже который вечер... раньше под неё всё пр просто совпадало, а теперь только висит эта странная тяга к тем разговорам и людям. передивая ваще",neutral,relationships,reflection,nostalgic,internet_slang,multi_sentence,music_obsession_post,none,none,clean,none,repeated_exclamations,latent_config
"— А если смысл был не в ответе?
— Тогда почему в автобусе в пять утра так тихо и так вспомнилось все сразу? Листаю старые диалоги и думаю: мы же тогда тоже искали что-то важное, просто без пафоса. Пойду покурю мысль дальше.",neutral,philosophical,discussion,nostalgic,shitpost,dialogue_like,drunk_existential_post,none,none,clean,none,normal,latent_config
"Опять случайно полез в старые переписки и как будто всё это вспомнилось разом... тогда люди тоже могли токситить жоско, но почему-то это сильнее цепляло и не отпускало до ночи. Странное чувство.",neutral,toxicity,rant,nostalgic,messy_emotional,multi_sentence,sad_night_post,none,none,light_typos,none,normal,latent_config
"Ночь, голова уже гудит.. опять зачем-то включила этот трек на repeat, хотя с утра наверняка пожалею!! Соседи как будто тоже решили жить с басом… ладно, последняя-та и спатьа",neutral,daily_life,complaint,mixed,late_night_post,fragmented_stream,music_obsession_post,none,none,light_typos,none,repeated_exclamations,latent_config
"Вот раньше музыка цепляла сразу, а сейчас включаешь плейлист и сколько ни листай — сплошной шум. Ностальгия какая-то по тем временам, когда одна песня могла держать весь вечер. Почему теперь всё так мимо?",neutral,music,complaint,nostalgic,internet_slang,multi_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"репостнило когда-то огромными кругами… и вспомнила как лента жила шумом вк, чужими песнями, короткими подписями… потом всё как-то стихло. а ведь это была целая жизнь, смешная и нелепая же…",neutral,other,discussion,nostalgic,capslock_chaos,poem_like,repost_with_commentary,none,none,clean,none,ellipsis_heavy,latent_config
"Иногда просто смотришь на всё это и не понимаешь, зачем так усложнять. Люди пишут одно, делают другое, отвечают через сутки, а потом ещё удивляются. Вроде ничего страшного, но по ощущениям устал уже заранее.",neutral,discussion,rant,neutral,old_vk_wall_post,multi_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"— а вы тоже иногда ночью листаете старые записи и ловите себя на том, что скучаете не по человеку даже, а по времени? Странное чувство. Даиначе объяснить не могу.",neutral,question,discussion,nostalgic,old_vk_wall_post,dialogue_like,sad_night_post,none,none,clean,none,normal,latent_config
"Иногда смешно читать, как люди спорят о том, что «если любфилась — значит навсегда»!! А у меня всплывает совсем другое… один человек остался где-то в памяти, и всё. Без драм и красивых слов. Просто странно иногда это помнить.",neutral,relationships,reflection,nostalgic,normal_conversational,multi_sentence,aggressive_comment_war,none,none,clean,none,repeated_exclamations,latent_config
"ПОМНИТСЯ, как в школе ржали над тупыми шутками и думали, что это УРОВЕНЬ. Сейчас нашёл старый лист с нашими «пупсиками» ск клик убила. Как же нелепо и тепло было одновременно.",neutral,humor,reaction,mixed,internet_slang,multi_sentence,nostalgic_memory_post,heavy,none,clean,none,normal,latent_config
"люди, я вот тоже думал что чувство юмора старит отношения, а оказалось оно просто перед сном начинает храпеть и просить 5 минут нмногго тишины",neutral,humor,reaction,mixed,shitpost,single_sentence,relationship_wall_post,none,none,light_typos,none,normal,latent_config
"Перепостнул, потому что… ну да, такое бывает 😶",neutral,short_reaction,reaction,neutral,messy_emotional,single_sentence,repost_with_commentary,none,light,clean,none,ellipsis_heavy,latent_config
"да уж, бывает",neutral,short_reaction,reaction,neutral,internet_slang,very_short,relationship_wall_post,none,none,clean,none,normal,latent_config
"Иногда включаю эту старую песню... и вроде всё то же, а у меня уже другой год внутри. Странно... люди спорят в комментах, кто прав, кто слышал «старую жизнь» громче 😕 Наверное, каждый просто ищет своё эхо...",neutral,philosophical,discussion,nostalgic,music_status_core,multi_sentence,aggressive_comment_war,none,light,clean,none,ellipsis_heavy,latent_config
"ночью почему-то вспомнилось, как мы в этом же дворе стояли до темна и спорили ни о чем. прошло уже столько времени, а запах сирени там все тот же. странно это.",neutral,relationships,storytelling,nostalgic,late_night_post,fragmented_stream,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"""ты ещё не спишь?"" — ""нет, а че""
сидел на кухне, чай уже холодный 😶
смешно как в три ночи даже тишина кажется с советами, но ладно",neutral,daily_life,observation,mixed,internet_slang,dialogue_like,drunk_existential_post,none,light,clean,none,normal,latent_config
"Вчера думал, что всё как-то слишком быстро собрано в один день. Потом увидел пустой двор под фонарём и понял, что иногда просто идёшь дальше без всяких выводов.",neutral,philosophical,reflection,mixed,capslock_chaos,fragmented_stream,random_life_fragment,none,none,clean,none,normal,latent_config
"пиздец, опять половина ленты спорит кто кому вообще нужен. честно — иногда скучаю по тем временам, когда у нас все было просто и без этих запар. ща уже похер, но флешбеки странные",neutral,relationships,confession,nostalgic,late_night_post,multi_sentence,aggressive_comment_war,none,none,light_typos,heavy,normal,latent_config
почему у старых песен из друновской ночи до сих пор такой запах будто всё было не зря?,neutral,question,asking,nostalgic,music_status_core,single_sentence,drunk_existential_post,none,none,clean,light,normal,latent_config
"ты: «что молчишь?» 
я: да тлм моцарта слушаю и думаю... кататься ночью или блтоть из носа тебе опять лень отвечать",neutral,other,reaction,neutral,music_status_core,dialogue_like,horny_flirty_post,none,none,light_typos,none,normal,latent_config
"включил этот трек и опять изнутри косяк
словно басом в темень, где всё не так
кисло вокруг, шумно в ленте, но плей лист живой
и пусть токсик-даннинг где-то там опять чужой",neutral,toxicity,reaction,mixed,internet_slang,poem_like,music_obsession_post,none,none,clean,none,normal,latent_config
"утро опять умеет ломать планы... встал как воин, а по итогу весь день теперь держится на одном кофе и злости... дома какой-то вечный шум, на улице слякоть, в голове каша... вообще не хочу никого слушать...",neutral,daily_life,complaint,mixed,normal_conversational,long_paragraph,edgy_teen_post,none,none,clean,none,ellipsis_heavy,latent_config
"Концерт сегодня был огонь, но мои ноги вышли оттуда с отдельным мнением",neutral,short_reaction,joke,neutral,internet_slang,very_short,concert_hype,none,none,clean,none,normal,latent_config
"сидел сегодня с чашкой чая и вдруг вспомнил ту осень... как мы писали друг другу до рассвета, спорили ерунду, а потом молча замирали на диктофоне. времена были странные, но почему-то тёплые!!!",neutral,relationships,storytelling,nostalgic,internet_slang,multi_sentence,drunk_existential_post,none,none,clean,none,repeated_exclamations,latent_config
"Когда уже интернет сам начнёт думать вместо меня... было бы вайбово, а то я лишь туплю и ржу...",neutral,short_reaction,joke,neutral,internet_slang,very_short,edgy_teen_post,none,none,clean,light,repeated_exclamations,latent_config
"— помнишь, как раньше во дворе до темноты сидели? а теперь на балконе минут пять постою и уже доставку жду. романтика взросления, конечно…",neutral,daily_life,complaint,mixed,internet_slang,dialogue_like,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"вот и понимаю... что все эти любови... хрень такая...) снаружи звучит красиво, а внутри: пусто, дым, и опять никто никому не нужен... але власть ты кто вообще чтоб душу мерить...",neutral,philosophical,discussion,neutral,drunk_post,poem_like,relationship_wall_post,none,none,clean,heavy,ellipsis_heavy,latent_config
"Был вечер, шел случайный дождь, а мы стояли у подъезда и спорили в полголоса, как будто это что-то решало. Потом он резко засмеялся и сказал, что все это надолго запомнит. И странно, но помню именно этот момент отчетливо.",neutral,relationships,storytelling,nostalgic,messy_emotional,multi_sentence,random_life_fragment,none,none,clean,none,normal,latent_config
"У знакомого в ленте опять фотка пустой электрички на закате, и почему-то от этого стало сразу и спокойно, и чуть грустно.",neutral,daily_life,observation,mixed,repost_commentary,single_sentence,random_life_fragment,none,none,clean,none,normal,latent_config
"С утра опять всё пошло криво: кофе пролила, маршрутка уехала, голова ватная. И почему все нормальные деньги и нервы сливаются именно к вечеру? Ладно, вечером хоть кто-нибудь скажет что-то приятное, а то совсем тоска.",neutral,daily_life,complaint,mixed,normal_conversational,multi_sentence,horny_flirty_post,none,none,clean,none,normal,latent_config
"Раньше на первом скандалы были как-то честнее, кидали коротко и без этой растянутой грязи. Нервов меньше оставалось, чтоли. Сейчас лента перелистал — уже снова от токсичности муторно.",neutral,toxicity,complaint,nostalgic,capslock_chaos,fragmented_stream,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"Проснулся рано, весь день какой-то рваный. Чай остыл, автобус ушел из-под носа, потом внезапно стало спокойно. Просто наблюдаю за этим странным днем и все.",neutral,daily_life,observation,mixed,messy_emotional,fragmented_stream,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"вспомнил, как в старом вке лайк ставили не за пост, а кстати... лизнул тут своего мозгу и он опять завис) вот это времена",neutral,short_reaction,joke,neutral,shitpost,very_short,nostalgic_memory_post,none,none,light_typos,light,normal,latent_config
"Сегодня в подъезде — запах мокрых курток и чьей-то котлеты с пятого. Я стоял у окна, смотрел, как дворик медленно темнеет, и почему-то вспомнил лето 2012-го: асфальт тогда тоже тепло держал до ночи, будто хотел что-то досказать.",neutral,storytelling,observation,neutral,poetic,long_paragraph,random_life_fragment,none,none,clean,none,normal,latent_config
"Иногда ночью после пары бокалов вдруг вспоминаешь, как всё было просто: сообщения до утра, тупые шутки, один подъезд на двоих и эта странная вера, что так будет всегда. А потом бац — никто никому не пишет, только мысли фонят без конца. Ну и ладно, жизнь такая.",neutral,relationships,storytelling,nostalgic,internet_slang,multi_sentence,drunk_existential_post,none,none,clean,light,normal,latent_config
ночь как ночь... чай остыла вже... ну и я походу тож))),neutral,short_reaction,joke,neutral,normal_conversational,very_short,sad_night_post,none,none,heavy_typos,none,repeated_exclamations,latent_config
"Сейчас странно вспомнилось, как раньше сидели во дворе до ночи и казалось, что всё впереди. Тише стало вокруг с тех пор, будто гулкий город немного забрал у нас голос. Нормально вроде",neutral,other,reaction,nostalgic,normal_conversational,multi_sentence,drunk_existential_post,none,none,clean,none,normal,latent_config
"сутки снова прошли мимо меня с таким же достоинством, как я — мимо ip-адресов отца",neutral,short_reaction,joke,neutral,shitpost,very_short,drunk_existential_post,none,none,clean,none,normal,latent_config
"Ну да, сначала флирт в лс, потом тишина — видимо, я опять слишком хорошо комментировала чужие фотки.",neutral,short_reaction,joke,neutral,normal_conversational,single_sentence,horny_flirty_post,none,none,clean,none,normal,latent_config
"Ну бывает, значит так надо.",neutral,short_reaction,reaction,neutral,internet_slang,very_short,relationship_wall_post,none,none,clean,none,normal,latent_config
"Сегодняшний день как будто сначала серый, потом тихо расправился над двором: вышел за хлебом, встретил старого знакомого у подъезда, постоял минут десять между дел и случайных слов. Вернулся домой с необъяснимой усталостью и странным спокойствием.",neutral,daily_life,storytelling,mixed,poetic,long_paragraph,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"за ребят рад, что концерт такой, но город проснулся сегодня так, будто нас все-таки взрали ночью 😐 птаемся живехо вообще в пробках до вечера испаряется",neutral,daily_life,complaint,neutral,repost_commentary,multi_sentence,concert_hype,none,light,light_typos,none,normal,latent_config
"что-то совсем поздняя ночь... сидишь такой... смеёшься над собственными сообщениями из 2014 и хочется выйти из интернета, не уходя вста зке... хх",neutral,humor,shitpost,neutral,internet_slang,single_sentence,sad_night_post,none,none,clean,none,ellipsis_heavy,latent_config
ностаёыт поздоне время ваще странно: сидиш крочь и ж закрывается тако ... кто пять в итог ешё прорвав прав тоже xd,neutral,philosophical,reflection,mixed,late_night_post,very_short,aggressive_comment_war,none,none,heavy_typos,none,normal,latent_config
"НОЧЬ. ТИХО... И КАК-ТО СТРАННО ПОСЛЕ ВСЕГО ЭТОГО... НИ ЗЛА, НИ РАДОСТИ — ПРОСТО ПУСТОТА И УЛИЦЫ ЗА ОКНОМ.   НЕ ЗНАЮ.. ЛИДЕНЕТ ВНУТРИ И ОТПУСКАЕТ СРАЗУ.",neutral,other,reaction,mixed,late_night_post,fragmented_stream,sad_night_post,heavy,none,clean,none,ellipsis_heavy,latent_config
ага... ну это сильно конечно... аж жить стало веселее,neutral,short_reaction,joke,neutral,normal_conversational,very_short,edgy_teen_post,none,none,clean,none,ellipsis_heavy,latent_config
"нулевая философия: если всё бессмысленно, можно хотя бы лечь поудобнее и посмотреть в потолок",neutral,short_reaction,joke,neutral,shitpost,very_short,drunk_existential_post,none,none,clean,none,normal,latent_config
"— ну что, идём сегодня? — тайминга бы ещё кто сказал!!! в общем городской шум, чай остыл, а у клуба все уже шевелятся как на концерт перед заходом.",neutral,daily_life,observation,neutral,shitpost,dialogue_like,concert_hype,none,none,clean,none,repeated_exclamations,latent_config
"После двенадцати в окне всё какое-то совсем чужое. Сидел у ькраена и тупо смотрел на дорогу, никто не едет.",neutral,daily_life,observation,neutral,messy_emotional,very_short,sad_night_post,none,none,light_typos,none,normal,latent_config
"ночью почему-то вспомнил, как зимой кто-то ставил чайник мне без просьб. такие мелочи потом странно долго режут внутри. не то чтоб грустно, просто эй, было же всё это когда-то рядом, живое.",neutral,relationships,storytelling,nostalgic,late_night_post,fragmented_stream,random_life_fragment,none,none,clean,light,normal,latent_config
Иногда включаю пустой плейлист только чтобы нескрываемо думать о твоих глазах — музыка почему-то всегда звучит смелее ночью.,neutral,music,confession,neutral,poetic,very_short,horny_flirty_post,none,none,clean,none,normal,latent_config
"Зашёл репост про концерт — оч нехило звучит) люди уже билетами заморачиваются, а я пока просто смотрю, планирую вечер.",neutral,daily_life,observation,neutral,repost_commentary,very_short,concert_hype,none,none,light_typos,none,normal,latent_config
"раньше в ленте был шум, спорили до ночи, строки летели как снег — и всё живое. сейчас один токсичный ответ собирает толпу, как будто без этого уже никак. скучаю по тем жестким диалогам, где хоть чувствовалась душа.",neutral,toxicity,complaint,nostalgic,messy_emotional,poem_like,aggressive_comment_war,none,none,clean,none,normal,latent_config
"— ну че, были на концерте? — был. звук местами жесткий, но зал прям качал. пару раз токсиком в комментах столкнулся уже дома, а так норм вечер, трек сникло не итог.",neutral,toxicity,reaction,mixed,internet_slang,dialogue_like,concert_hype,none,none,clean,none,normal,latent_config
"— А помнишь, как из-за какой-то ерунды все сразу понеслись в комментариях? — Угу, классика старого вк. Странно это, вроде просто пост был. Осадок какой-то от тех разборок до сих пор остался.",neutral,toxicity,reaction,nostalgic,capslock_chaos,dialogue_like,random_life_fragment,none,none,clean,none,normal,latent_config
"— ну всё, утром опять не вавылся... кофе чтанно горький, автобус как обычно битком... и nobody born to save really... ",neutral,daily_life,observation,neutral,messy_emotional,dialogue_like,edgy_teen_post,none,none,light_typos,none,ellipsis_heavy,latent_config
"Ну да... у косает черная кошка, дела есчо важнее дала... оказалось: всем срочно надо обсудить сены ветра в маршрутке.",neutral,short_reaction,joke,neutral,normal_conversational,single_sentence,random_life_fragment,none,none,light_typos,none,ellipsis_heavy,latent_config
"Снова посмотрел на это всё... и почему-то стало по-старому спокойно... будто раньше ничего, кроме этой теплой усталости, и не было... кого-то тянет на праздник, а меня -- в тишину после него...",neutral,toxicity,reaction,nostalgic,normal_conversational,poem_like,drunk_existential_post,none,none,clean,none,ellipsis_heavy,latent_config
"Случайно наткнулась на старое фото... и вдруг оказалось, что больше всего помню не лица, а воздух того лета. Двор, теплый асфальт, паузы между разговором и смехом.",neutral,other,observation,nostalgic,repost_commentary,poem_like,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"Ну вот зачем спорить из-за ерунды... каждый прав по-своему, а в итоге все друг друга бесят. Ладн, потом как нибудь продолжим этот цирк.",neutral,discussion,discussion,mixed,normal_conversational,multi_sentence,edgy_teen_post,none,none,light_typos,light,normal,latent_config
"ночь какая-то тягучая, в ленте всё мимо, и вроде ничего страшного не случилось, но осадок странный. сижу, пялюсь в экран и почему-то прям легенько накрывает это хз-почему. попозже отпустит наверно.",neutral,other,reaction,mixed,internet_slang,long_paragraph,sad_night_post,none,none,clean,none,normal,latent_config
